trip_id,user_id,sex,age,date,station_code_origin,station_code_destination,duration_m
32228130,1115516,M,40,2024-01,GDL-231,ZPN-056,13
32228129,1336707,F,33,2024-01,GDL-113,GDL-093,6
32228127,2110304,M,33,2024-01,GDL-126,GDL-042,2
32228126,2723451,M,27,2024-01,GDL-049,GDL-142,18
32228125,174042,F,39,2024-01,GDL-103,GDL-106,11
32228124,644671,M,64,2024-01,GDL-105,GDL-048,13
32228123,1004116,F,30,2024-01,GDL-104,GDL-033,4
32228121,536566,M,33,2024-01,GDL-050,GDL-040,7
32228120,2525413,M,26,2024-01,GDL-089,GDL-039,8
32228119,2522550,M,49,2024-01,GDL-149,ZPN-076,13
32228118,2603163,F,25,2024-01,GDL-009,GDL-016,12
32228117,1063560,F,23,2024-01,GDL-049,GDL-127,18
32228115,1260045,M,34,2024-01,GDL-024,GDL-103,13
32228114,2314155,F,25,2024-01,GDL-140,GDL-136,10
32228113,2534546,M,28,2024-01,GDL-183,GDL-189,4
32228111,2666342,M,33,2024-01,GDL-129,GDL-044,5
32228110,675505,M,35,2024-01,GDL-159,GDL-040,16
32228109,101271,M,43,2024-01,GDL-249,GDL-084,24
32228106,1106033,M,30,2024-01,GDL-015,GDL-044,6
32228105,206756,M,37,2024-01,GDL-268,GDL-185,11
32228104,320353,M,34,2024-01,ZPN-031,ZPN-067,13
32228103,214271,F,30,2024-01,GDL-061,GDL-157,24
32228102,2762717,M,29,2024-01,GDL-204,GDL-084,3
32228101,267344,M,33,2024-01,GDL-115,GDL-030,13
32228100,1234062,M,54,2024-01,GDL-001,GDL-032,9
32228099,2763244,M,27,2024-01,GDL-083,GDL-101,20
32228098,2605033,M,53,2024-01,GDL-009,GDL-018,10
32228097,2235423,M,22,2024-01,GDL-266,GDL-001,7
32228096,666435,M,35,2024-01,ZPN-031,GDL-031,19
32228095,2752767,M,32,2024-01,GDL-204,GDL-062,6
32228094,2473557,M,51,2024-01,GDL-195,GDL-124,24
32228093,1214356,M,39,2024-01,GDL-208,GDL-210,6
32228092,426010,M,47,2024-01,GDL-082,GDL-063,4
32228091,372637,M,46,2024-01,GDL-149,ZPN-036,11
32228090,2742170,M,22,2024-01,GDL-050,GDL-042,12
32228089,242454,M,34,2024-01,GDL-009,GDL-121,13
32228088,3351010,F,54,2024-01,GDL-200,GDL-243,10
32228087,545757,M,34,2024-01,GDL-182,GDL-020,4
32228086,2766016,M,33,2024-01,GDL-078,GDL-132,15
32228085,2473771,F,36,2024-01,GDL-008,GDL-097,6
32228084,2104757,M,49,2024-01,GDL-143,GDL-128,7
32228083,2603160,F,32,2024-01,GDL-009,GDL-016,14
32228081,2402422,M,46,2024-01,GDL-009,GDL-018,10
32228080,67766,M,46,2024-01,GDL-049,GDL-143,23
32228079,153544,M,44,2024-01,GDL-052,GDL-020,10
32228078,2752167,M,34,2024-01,GDL-161,GDL-159,5
32228077,1160011,M,40,2024-01,GDL-031,GDL-094,3
32228075,2632600,M,26,2024-01,GDL-061,GDL-040,7
32228074,2304365,M,32,2024-01,GDL-056,GDL-121,26
32228073,2004723,M,27,2024-01,GDL-208,GDL-141,11
32228072,2752070,M,20,2024-01,GDL-200,GDL-025,10
32228071,1236020,M,48,2024-01,GDL-208,GDL-174,22
32228070,2743045,M,56,2024-01,GDL-183,GDL-034,10
32228069,1563711,F,30,2024-01,GDL-049,GDL-141,18
32228068,2255727,M,47,2024-01,GDL-038,GDL-020,3
32228067,2550502,M,31,2024-01,GDL-090,GDL-071,16
32228066,2756033,M,31,2024-01,GDL-121,GDL-139,8
32228065,2316044,M,35,2024-01,GDL-189,GDL-001,8
32228064,2260523,F,26,2024-01,GDL-049,GDL-041,14
32228063,546144,M,37,2024-01,GDL-037,GDL-179,27
32228060,154556,M,35,2024-01,GDL-217,GDL-106,18
32228059,657057,F,23,2024-01,GDL-081,GDL-032,11
32228058,1047335,M,56,2024-01,GDL-198,GDL-097,9
32228055,2543651,M,63,2024-01,ZPN-012,ZPN-010,6
32228054,2220623,M,40,2024-01,GDL-172,GDL-183,20
32228053,1643026,M,29,2024-01,GDL-036,GDL-027,8
32228052,431145,M,41,2024-01,GDL-189,GDL-048,11
32228051,125452,M,38,2024-01,GDL-216,GDL-087,7
32228050,450450,M,35,2024-01,GDL-198,GDL-097,7
32228048,2166376,M,34,2024-01,GDL-221,GDL-088,15
32228047,305266,M,29,2024-01,GDL-009,GDL-078,8
32228046,1507340,F,23,2024-01,GDL-089,GDL-068,13
32228045,1406446,F,42,2024-01,GDL-058,GDL-140,20
32228044,2754056,F,29,2024-01,GDL-107,GDL-102,10
32228043,1273146,M,35,2024-01,GDL-036,GDL-022,4
32228042,2754053,M,38,2024-01,GDL-107,GDL-102,11
32228041,707640,M,33,2024-01,GDL-189,GDL-076,2
32228039,2006125,M,33,2024-01,GDL-049,GDL-064,7
32228038,2620260,M,25,2024-01,GDL-034,GDL-259,12
32228035,775175,M,23,2024-01,GDL-159,GDL-195,9
32228034,1626105,F,43,2024-01,GDL-072,GDL-132,15
32228033,2111373,M,46,2024-01,GDL-036,GDL-128,16
32228032,106406,F,63,2024-01,GDL-067,GDL-084,7
32228030,406703,M,28,2024-01,TLQ-010,GDL-210,22
32228029,1606552,M,35,2024-01,ZPN-050,ZPN-053,2
32228028,1615113,F,24,2024-01,GDL-267,GDL-056,10
32228027,1341065,M,38,2024-01,GDL-132,GDL-094,15
32228026,111334,F,36,2024-01,GDL-233,(GDL-235),2
32228025,2512620,M,21,2024-01,GDL-052,GDL-198,8
32228024,444301,F,28,2024-01,GDL-131,GDL-071,10
32228023,1313075,F,30,2024-01,GDL-127,GDL-208,13
32228022,203021,M,43,2024-01,GDL-230,ZPN-049,21
32228021,2533006,M,45,2024-01,GDL-187,GDL-048,7
32228020,1525722,F,28,2024-01,GDL-234,GDL-202,3
32228019,1452716,M,29,2024-01,GDL-103,GDL-069,10
32228018,754526,M,45,2024-01,GDL-163,GDL-184,3
32228017,1260045,M,34,2024-01,GDL-059,GDL-024,4
32228015,1310554,M,26,2024-01,GDL-266,GDL-244,18
32228012,2472770,F,25,2024-01,GDL-003,GDL-071,8
32228010,2574405,M,51,2024-01,GDL-227,GDL-093,19
32228009,353160,M,55,2024-01,ZPN-006,GDL-004,18
32228008,1733,M,48,2024-01,GDL-063,GDL-033,9
32228007,2743235,F,31,2024-01,GDL-266,GDL-198,24
32228006,564465,M,35,2024-01,GDL-253,GDL-202,14
32228005,66132,F,32,2024-01,GDL-020,GDL-128,13
32228004,410264,F,29,2024-01,GDL-115,GDL-198,4
32228003,535315,F,32,2024-01,GDL-089,GDL-024,5
32228002,2705403,M,34,2024-01,GDL-194,GDL-225,3
32227998,4031,M,42,2024-01,GDL-082,GDL-059,5
32227996,2030227,F,32,2024-01,GDL-095,GDL-040,17
32227993,2257101,M,39,2024-01,GDL-100,GDL-017,10
32227992,1570465,F,61,2024-01,GDL-216,GDL-090,3
32227991,1216575,M,27,2024-01,GDL-080,GDL-217,5
32227990,2565533,M,29,2024-01,ZPN-060,ZPN-072,11
32227989,1424362,M,22,2024-01,ZPN-002,ZPN-012,4
32227988,2420564,M,34,2024-01,GDL-049,GDL-063,6
32227987,2104702,M,21,2024-01,GDL-101,GDL-051,12
32227985,2062215,M,58,2024-01,GDL-073,GDL-107,11
32227983,2564125,M,53,2024-01,GDL-169,GDL-184,10
32227982,2533322,M,23,2024-01,GDL-042,ZPN-037,20
32227981,2110304,M,33,2024-01,GDL-217,GDL-126,7
32227979,271277,M,32,2024-01,GDL-080,GDL-073,18
32227976,36003,M,36,2024-01,GDL-110,GDL-033,13
32227975,2742421,M,25,2024-01,GDL-001,GDL-067,5
32227973,2527772,M,54,2024-01,GDL-020,GDL-009,7
32227972,656053,M,27,2024-01,ZPN-028,ZPN-052,4
32227970,2623032,M,26,2024-01,GDL-267,GDL-084,24
32227969,405611,F,52,2024-01,GDL-020,GDL-050,7
32227968,647314,M,29,2024-01,GDL-015,GDL-178,17
32227967,1431323,M,31,2024-01,GDL-015,GDL-178,17
32227966,74044,M,43,2024-01,GDL-136,GDL-054,22
32227965,2742550,M,46,2024-01,GDL-001,GDL-202,18
32227964,460276,M,27,2024-01,GDL-017,GDL-124,10
32227962,2527475,M,22,2024-01,GDL-009,GDL-008,2
32227961,627610,F,28,2024-01,GDL-043,GDL-014,9
32227960,2500564,M,23,2024-01,GDL-078,GDL-072,6
32227958,464332,M,40,2024-01,GDL-205,GDL-080,16
32227957,1367036,F,30,2024-01,GDL-029,GDL-122,24
32227955,2363414,M,29,2024-01,GDL-250,GDL-054,6
32227952,631254,M,61,2024-01,GDL-036,GDL-237,28
32227951,2543651,M,63,2024-01,ZPN-055,ZPN-012,5
32227950,1661165,M,31,2024-01,GDL-216,GDL-132,22
32227949,2755775,M,48,2024-01,GDL-163,GDL-210,13
32227948,2334654,M,26,2024-01,GDL-050,GDL-041,11
32227947,2727642,F,54,2024-01,GDL-022,GDL-239,11
32227946,2047725,M,34,2024-01,GDL-065,GDL-143,13
32227945,163637,M,54,2024-01,GDL-009,GDL-050,4
32227944,2034536,F,35,2024-01,GDL-127,GDL-049,19
32227942,2007627,M,23,2024-01,GDL-056,GDL-011,12
32227940,737742,F,26,2024-01,GDL-022,GDL-115,14
32227938,1061773,F,40,2024-01,GDL-067,GDL-082,5
32227937,52204,M,46,2024-01,GDL-208,GDL-210,4
32227935,276171,F,35,2024-01,GDL-011,GDL-103,7
32227934,2702045,M,28,2024-01,GDL-030,GDL-093,13
32227933,146306,M,41,2024-01,GDL-182,GDL-080,5
32227932,3351616,M,20,2024-01,GDL-103,GDL-205,13
32227931,2743050,M,28,2024-01,GDL-093,GDL-218,19
32227930,655226,M,29,2024-01,GDL-245,GDL-054,9
32227929,2436635,M,23,2024-01,TLQ-004,GDL-194,5
32227928,161445,M,52,2024-01,GDL-071,GDL-187,8
32227927,354214,F,31,2024-01,GDL-173,GDL-159,20
32227926,1130440,M,40,2024-01,GDL-159,GDL-073,12
32227925,1545225,F,50,2024-01,GDL-199,GDL-216,15
32227924,2751766,M,21,2024-01,GDL-163,GDL-198,22
32227923,2276453,M,27,2024-01,GDL-023,GDL-063,8
32227922,1533452,F,47,2024-01,GDL-199,GDL-216,15
32227921,475343,M,39,2024-01,GDL-057,GDL-067,5
32227920,152505,F,39,2024-01,GDL-108,GDL-098,12
32227919,1430622,F,25,2024-01,GDL-081,GDL-186,2
32227918,366347,M,27,2024-01,GDL-241,GDL-056,11
32227917,616745,F,27,2024-01,ZPN-058,ZPN-067,9
32227916,267344,M,33,2024-01,GDL-202,GDL-115,9
32227915,2074513,M,43,2024-01,GDL-067,GDL-204,13
32227914,2550367,F,19,2024-01,GDL-129,GDL-042,5
32227913,1563766,M,24,2024-01,GDL-267,GDL-009,5
32227912,2110235,M,31,2024-01,GDL-103,GDL-056,16
32227911,121545,M,60,2024-01,GDL-067,GDL-049,6
32227910,352030,F,31,2024-01,TLQ-007,GDL-160,11
32227908,12072,M,45,2024-01,GDL-009,GDL-014,9
32227907,1633203,F,25,2024-01,GDL-056,GDL-166,16
32227906,1175653,M,42,2024-01,GDL-226,GDL-195,19
32227905,240023,M,28,2024-01,GDL-103,GDL-107,5
32227904,501611,F,27,2024-01,GDL-103,GDL-096,7
32227903,446451,M,43,2024-01,TLQ-012,GDL-187,25
32227901,2221500,M,54,2024-01,ZPN-012,ZPN-054,5
32227900,1431307,M,36,2024-01,GDL-211,GDL-187,9
32227899,450450,M,35,2024-01,GDL-196,GDL-198,8
32227896,134164,M,35,2024-01,GDL-192,ZPN-018,13
32227895,2744244,M,26,2024-01,GDL-008,GDL-019,9
32227894,3345361,M,25,2024-01,GDL-096,GDL-187,10
32227893,2400156,F,20,2024-01,GDL-036,GDL-133,10
32227892,366512,F,30,2024-01,GDL-132,GDL-009,18
32227891,2372230,M,34,2024-01,GDL-169,GDL-076,16
32227890,2257662,M,26,2024-01,GDL-198,GDL-178,9
32227889,2733503,M,32,2024-01,GDL-065,GDL-048,7
32227888,700213,F,27,2024-01,GDL-099,GDL-001,13
32227887,1066274,M,46,2024-01,GDL-188,ZPN-020,11
32227886,256644,M,43,2024-01,GDL-123,GDL-130,2
32227884,437522,M,51,2024-01,GDL-200,ZPN-070,15
32227883,1244361,M,32,2024-01,GDL-198,GDL-179,6
32227882,2555014,M,34,2024-01,GDL-024,GDL-050,2
32227881,2754026,M,25,2024-01,GDL-103,GDL-198,14
32227879,600550,M,43,2024-01,GDL-054,GDL-053,3
32227878,442464,M,48,2024-01,GDL-036,GDL-252,6
32227877,1335323,F,25,2024-01,GDL-232,GDL-200,4
32227876,545173,M,27,2024-01,GDL-120,GDL-101,5
32227875,2701542,M,57,2024-01,GDL-035,GDL-195,5
32227874,15664,M,69,2024-01,GDL-182,GDL-182,16
32227873,1553346,M,42,2024-01,GDL-009,GDL-011,10
32227872,725425,M,30,2024-01,GDL-056,GDL-042,16
32227871,3345722,F,39,2024-01,GDL-030,GDL-031,9
32227870,364463,M,53,2024-01,GDL-052,GDL-198,15
32227869,644105,M,28,2024-01,GDL-217,GDL-032,23
32227868,1600530,M,44,2024-01,GDL-059,GDL-093,26
32227864,2004726,F,29,2024-01,GDL-097,GDL-193,10
32227863,2650547,F,48,2024-01,GDL-049,GDL-063,7
32227860,2765361,M,55,2024-01,GDL-213,GDL-210,26
32227859,476306,M,39,2024-01,GDL-023,GDL-092,9
32227858,274354,M,51,2024-01,GDL-090,GDL-216,3
32227855,2734066,M,26,2024-01,GDL-193,GDL-116,21
32227854,663322,M,35,2024-01,GDL-072,GDL-066,8
32227853,2020263,M,26,2024-01,GDL-132,GDL-043,4
32227852,2250562,F,33,2024-01,GDL-100,GDL-051,17
32227851,2324556,M,25,2024-01,GDL-061,GDL-048,3
32227850,2003540,M,41,2024-01,GDL-204,GDL-011,11
32227845,1732214,M,55,2024-01,GDL-058,GDL-073,5
32227844,1075245,F,26,2024-01,GDL-061,GDL-125,14
32227843,2566173,F,23,2024-01,GDL-078,GDL-070,9
32227842,602750,M,33,2024-01,GDL-103,GDL-040,7
32227841,612554,F,29,2024-01,GDL-069,GDL-137,6
32227839,2531100,M,31,2024-01,GDL-032,GDL-056,4
32227838,531011,M,30,2024-01,GDL-084,GDL-089,12
32227837,2756427,M,26,2024-01,GDL-052,GDL-036,23
32227836,457606,M,48,2024-01,GDL-026,GDL-033,3
32227833,416501,M,32,2024-01,GDL-249,GDL-179,6
32227832,2432141,M,30,2024-01,GDL-028,GDL-077,6
32227830,2634316,F,34,2024-01,GDL-130,GDL-123,4
32227829,1723532,M,39,2024-01,GDL-008,GDL-189,19
32227828,675505,M,35,2024-01,TLQ-009,GDL-159,16
32227826,2110642,F,54,2024-01,GDL-192,GDL-015,15
32227825,2753220,F,22,2024-01,GDL-041,GDL-036,9
32227822,433733,M,32,2024-01,GDL-160,GDL-049,14
32227821,2753215,F,24,2024-01,GDL-041,GDL-036,9
32227820,2765722,M,47,2024-01,GDL-143,GDL-031,21
32227819,1432442,M,24,2024-01,GDL-169,GDL-165,3
32227818,473237,M,24,2024-01,GDL-169,GDL-165,3
32227817,2654162,M,19,2024-01,GDL-078,GDL-074,33
32227816,2263534,M,43,2024-01,TLQ-003,GDL-184,14
32227815,2751766,M,21,2024-01,GDL-167,GDL-163,6
32227814,1471300,M,32,2024-01,GDL-128,GDL-121,2
32227813,704305,M,33,2024-01,GDL-103,GDL-231,16
32227812,130744,M,49,2024-01,GDL-004,GDL-113,2
32227811,2756636,M,19,2024-01,GDL-184,GDL-163,3
32227809,2756556,M,48,2024-01,GDL-134,GDL-252,19
32227808,175313,M,56,2024-01,GDL-167,TLQ-010,18
32227805,1622005,M,24,2024-01,ZPN-067,GDL-175,8
32227803,655702,M,42,2024-01,GDL-169,GDL-195,18
32227802,665426,M,32,2024-01,GDL-036,GDL-130,14
32227801,665627,M,40,2024-01,ZPN-013,GDL-107,29
32227800,437522,M,51,2024-01,GDL-198,GDL-200,5
32227799,2512100,F,21,2024-01,ZPN-050,ZPN-051,4
32227798,1067207,F,31,2024-01,ZPN-020,ZPN-022,2
32227797,2143444,M,33,2024-01,GDL-198,GDL-009,4
32227796,353160,M,55,2024-01,ZPN-030,ZPN-006,12
32227795,33523,M,32,2024-01,GDL-049,GDL-084,9
32227794,1561046,F,54,2024-01,GDL-049,GDL-062,7
32227793,456577,M,30,2024-01,GDL-210,GDL-047,15
32227792,1415436,M,30,2024-01,GDL-069,GDL-078,8
32227790,274137,M,35,2024-01,GDL-212,GDL-088,5
32227789,601725,M,68,2024-01,GDL-014,GDL-030,5
32227787,511104,F,25,2024-01,GDL-251,GDL-219,13
32227786,501267,M,30,2024-01,GDL-001,GDL-126,19
32227783,2530330,F,29,2024-01,GDL-248,GDL-020,15
32227782,1740145,M,33,2024-01,GDL-208,GDL-112,21
32227781,1323116,M,40,2024-01,GDL-014,GDL-110,5
32227780,3003416,M,22,2024-01,GDL-143,GDL-031,17
32227779,2506523,M,40,2024-01,TLQ-002,GDL-078,24
32227778,513064,M,64,2024-01,GDL-033,GDL-183,8
32227777,705776,F,28,2024-01,GDL-049,GDL-068,8
32227776,2731746,M,25,2024-01,GDL-078,GDL-252,7
32227775,2623715,M,54,2024-01,GDL-001,GDL-239,12
32227774,2344706,M,32,2024-01,GDL-157,ZPN-071,21
32227773,1670763,M,27,2024-01,GDL-254,GDL-189,18
32227771,1214177,F,26,2024-01,GDL-146,GDL-033,23
32227768,321217,M,34,2024-01,GDL-201,GDL-048,17
32227767,532706,F,28,2024-01,GDL-223,GDL-001,12
32227766,403631,M,33,2024-01,GDL-223,GDL-001,12
32227764,343533,M,34,2024-01,TLQ-009,TLQ-002,2
32227762,2531477,F,24,2024-01,GDL-009,GDL-071,10
32227761,2062275,M,28,2024-01,GDL-168,GDL-159,9
32227760,2533322,M,23,2024-01,GDL-025,GDL-042,12
32227759,1373455,M,31,2024-01,GDL-267,GDL-187,8
32227758,1026275,M,30,2024-01,GDL-012,GDL-009,5
32227757,50505,F,46,2024-01,GDL-012,GDL-009,5
32227756,2323756,M,24,2024-01,GDL-196,GDL-032,6
32227754,1067625,M,32,2024-01,GDL-037,GDL-090,15
32227752,2722340,M,39,2024-01,GDL-109,GDL-076,37
32227751,2407622,M,47,2024-01,GDL-008,GDL-267,5
32227750,2744500,M,31,2024-01,GDL-208,GDL-118,25
32227749,2622667,M,27,2024-01,GDL-231,GDL-203,2
32227748,266343,M,36,2024-01,GDL-076,GDL-078,3
32227747,1247345,F,36,2024-01,GDL-089,GDL-104,5
32227745,1776621,M,26,2024-01,ZPN-028,ZPN-053,7
32227744,1341065,M,38,2024-01,ZPN-059,GDL-132,15
32227743,2206655,M,30,2024-01,ZPN-076,ZPN-060,11
32227742,1422336,M,37,2024-01,GDL-212,GDL-090,4
32227738,1565121,M,45,2024-01,TLQ-004,GDL-194,4
32227736,2674425,M,24,2024-01,ZPN-067,ZPN-042,5
32227734,1047335,M,56,2024-01,GDL-196,GDL-198,17
32227733,2306012,M,33,2024-01,TLQ-002,TLQ-009,4
32227732,2766002,M,42,2024-01,GDL-189,GDL-005,8
32227731,175313,M,56,2024-01,GDL-165,GDL-167,2
32227730,2742754,M,29,2024-01,GDL-220,GDL-090,9
32227729,2660471,M,25,2024-01,ZPN-048,ZPN-051,8
32227728,221576,M,28,2024-01,GDL-056,GDL-179,14
32227727,2721367,F,35,2024-01,GDL-199,GDL-203,8
32227726,361433,M,25,2024-01,GDL-028,GDL-179,12
32227724,2640550,M,23,2024-01,GDL-198,GDL-244,8
32227723,1555414,M,20,2024-01,TLQ-002,TLQ-011,13
32227722,514321,F,54,2024-01,GDL-198,GDL-180,10
32227721,2573673,F,51,2024-01,GDL-112,GDL-087,11
32227720,1234244,F,27,2024-01,GDL-272,GDL-124,17
32227719,460766,M,43,2024-01,GDL-102,GDL-042,8
32227717,1732206,M,25,2024-01,GDL-158,GDL-121,14
32227716,1405467,F,27,2024-01,GDL-062,GDL-049,8
32227715,457617,M,45,2024-01,GDL-244,GDL-251,7
32227713,713603,F,27,2024-01,GDL-223,GDL-162,9
32227712,2047725,M,34,2024-01,GDL-009,GDL-065,13
32227710,2304541,M,30,2024-01,GDL-207,GDL-048,6
32227707,643673,F,44,2024-01,GDL-067,GDL-084,11
32227706,667012,M,60,2024-01,GDL-202,GDL-008,11
32227705,636124,F,42,2024-01,GDL-012,GDL-008,7
32227704,134164,M,35,2024-01,GDL-123,GDL-192,10
32227703,2416760,M,37,2024-01,GDL-015,GDL-072,12
32227702,2111316,M,26,2024-01,GDL-036,GDL-217,18
32227701,2640306,F,32,2024-01,GDL-267,GDL-009,10
32227700,310175,M,49,2024-01,GDL-024,GDL-048,6
32227699,106436,M,27,2024-01,GDL-103,GDL-103,22
32227698,507374,M,46,2024-01,GDL-209,GDL-025,12
32227697,2721626,F,26,2024-01,GDL-181,GDL-090,7
32227696,2077122,M,29,2024-01,GDL-181,GDL-212,13
32227695,701574,M,34,2024-01,GDL-069,GDL-063,3
32227694,2147742,F,26,2024-01,GDL-125,GDL-132,4
32227693,2552110,F,40,2024-01,ZPN-058,GDL-147,12
32227692,2757725,M,28,2024-01,GDL-064,GDL-006,15
32227691,1300500,M,36,2024-01,GDL-030,GDL-182,7
32227690,3352564,M,24,2024-01,TLQ-009,GDL-071,31
32227689,1021133,F,35,2024-01,GDL-036,GDL-071,13
32227687,2314075,F,22,2024-01,GDL-080,GDL-121,11
32227684,1130440,M,40,2024-01,TLQ-007,GDL-159,14
32227683,1771567,M,21,2024-01,GDL-008,GDL-252,6
32227681,301774,F,22,2024-01,GDL-007,GDL-166,17
32227680,264515,F,35,2024-01,GDL-099,GDL-067,12
32227679,2624652,M,34,2024-01,TLQ-009,GDL-076,20
32227678,6044,M,56,2024-01,GDL-037,GDL-248,11
32227677,2550031,M,34,2024-01,ZPN-021,ZPN-025,3
32227674,2312621,M,25,2024-01,GDL-204,GDL-080,12
32227673,1123331,M,32,2024-01,GDL-122,GDL-128,6
32227672,2756427,M,26,2024-01,GDL-001,GDL-052,7
32227671,2745325,M,39,2024-01,GDL-114,GDL-190,12
32227669,2406514,M,33,2024-01,ZPN-015,ZPN-020,11
32227668,2354360,F,31,2024-01,GDL-099,GDL-025,4
32227667,2123267,F,33,2024-01,GDL-047,GDL-057,9
32227666,1674332,M,33,2024-01,ZPN-025,ZPN-048,5
32227665,2543646,M,31,2024-01,ZPN-030,ZPN-002,5
32227664,2003372,F,33,2024-01,GDL-038,GDL-082,8
32227663,1101276,F,31,2024-01,GDL-145,ZPN-072,6
32227662,256724,M,35,2024-01,GDL-074,GDL-078,3
32227661,2202266,M,28,2024-01,GDL-048,GDL-043,9
32227660,2555617,M,22,2024-01,ZPN-051,GDL-101,25
32227659,2762141,F,22,2024-01,GDL-136,GDL-132,2
32227658,662051,M,31,2024-01,GDL-158,ZPN-046,7
32227657,1673675,M,44,2024-01,GDL-049,GDL-158,27
32227655,2744726,M,44,2024-01,GDL-025,GDL-035,5
32227654,517054,M,38,2024-01,GDL-072,GDL-001,9
32227653,170371,M,42,2024-01,GDL-071,GDL-176,19
32227652,2344246,F,46,2024-01,GDL-078,GDL-091,18
32227650,1560367,M,32,2024-01,GDL-169,GDL-159,9
32227649,2731751,M,39,2024-01,GDL-210,GDL-204,14
32227648,1743302,F,36,2024-01,GDL-082,GDL-186,4
32227647,561476,M,28,2024-01,GDL-205,GDL-001,9
32227646,1421726,M,23,2024-01,GDL-073,GDL-067,3
32227645,1424324,M,48,2024-01,GDL-009,GDL-116,14
32227644,1663423,M,30,2024-01,GDL-086,GDL-043,4
32227643,17036,M,42,2024-01,GDL-184,GDL-167,9
32227642,2531240,M,37,2024-01,GDL-014,GDL-080,5
32227641,2020126,F,25,2024-01,GDL-219,GDL-038,18
32227640,1253514,M,31,2024-01,GDL-104,GDL-078,7
32227639,2133640,M,32,2024-01,GDL-141,GDL-066,3
32227638,405454,M,43,2024-01,GDL-195,GDL-056,2
32227637,2746730,M,25,2024-01,GDL-051,GDL-073,4
32227636,537366,M,24,2024-01,GDL-009,GDL-106,9
32227635,2425351,F,26,2024-01,GDL-005,GDL-093,28
32227634,657616,M,33,2024-01,GDL-102,GDL-030,8
32227633,2756427,M,26,2024-01,GDL-183,GDL-001,2
32227632,613503,M,47,2024-01,GDL-078,GDL-012,15
32227631,2342563,F,61,2024-01,TLQ-006,TLQ-009,7
32227630,623675,M,26,2024-01,GDL-078,GDL-093,23
32227629,2542403,F,34,2024-01,GDL-243,GDL-247,7
32227628,1216556,M,33,2024-01,GDL-064,GDL-013,5
32227627,356235,F,34,2024-01,GDL-183,GDL-135,16
32227624,1563711,F,30,2024-01,GDL-164,GDL-184,3
32227622,74306,F,35,2024-01,GDL-011,GDL-252,20
32227621,1354141,M,36,2024-01,GDL-187,GDL-033,3
32227620,2757532,M,43,2024-01,GDL-200,GDL-220,5
32227619,1042671,F,33,2024-01,GDL-021,GDL-068,8
32227618,2645016,M,25,2024-01,GDL-163,GDL-196,15
32227617,234424,F,26,2024-01,GDL-266,GDL-060,13
32227616,2145204,M,22,2024-01,ZPN-048,ZPN-051,6
32227615,1210507,F,25,2024-01,GDL-132,GDL-080,7
32227614,131621,M,53,2024-01,GDL-104,GDL-096,5
32227613,1333426,M,34,2024-01,GDL-101,GDL-087,4
32227612,2674540,F,25,2024-01,GDL-167,GDL-184,9
32227611,500665,M,26,2024-01,GDL-007,GDL-166,12
32227610,116006,M,57,2024-01,GDL-196,GDL-001,18
32227609,72042,F,65,2024-01,GDL-134,GDL-085,6
32227608,640547,M,59,2024-01,GDL-076,GDL-198,8
32227607,30000,M,30,2024-01,GDL-195,GDL-078,10
32227606,276774,M,44,2024-01,GDL-017,GDL-124,6
32227605,1613565,M,28,2024-01,GDL-067,GDL-065,9
32227604,336242,M,46,2024-01,GDL-140,GDL-100,19
32227603,1520605,M,22,2024-01,GDL-198,GDL-179,7
32227602,1066274,M,46,2024-01,GDL-040,GDL-188,21
32227601,2756716,F,26,2024-01,GDL-049,GDL-061,5
32227600,1143541,M,28,2024-01,GDL-109,GDL-117,3
32227599,2512125,M,26,2024-01,GDL-201,GDL-220,5
32227598,46021,M,46,2024-01,GDL-007,GDL-183,4
32227597,2675370,M,24,2024-01,GDL-003,GDL-077,7
32227596,2512554,F,43,2024-01,ZPN-018,ZPN-053,7
32227595,344641,M,60,2024-01,GDL-134,GDL-049,13
32227594,2670173,M,24,2024-01,GDL-168,GDL-164,6
32227593,1652274,M,29,2024-01,GDL-199,GDL-187,10
32227592,2134515,M,24,2024-01,ZPN-048,ZPN-051,5
32227591,1126444,M,32,2024-01,GDL-122,GDL-136,6
32227590,1671046,M,29,2024-01,GDL-061,GDL-078,5
32227589,1363203,M,30,2024-01,GDL-198,GDL-178,6
32227588,570755,M,29,2024-01,GDL-199,GDL-098,5
32227587,107407,F,41,2024-01,TLQ-002,GDL-165,8
32227586,2266427,M,25,2024-01,GDL-247,GDL-179,9
32227585,1545351,F,28,2024-01,GDL-002,GDL-031,11
32227584,2531144,F,19,2024-01,GDL-025,GDL-032,4
32227583,2122517,M,40,2024-01,GDL-098,GDL-004,7
32227582,1577615,F,30,2024-01,GDL-113,GDL-021,5
32227581,2756636,M,19,2024-01,GDL-115,GDL-198,4
32227580,614644,M,33,2024-01,TLQ-013,GDL-167,10
32227579,2535255,M,34,2024-01,GDL-009,GDL-014,9
32227578,367535,M,25,2024-01,GDL-229,GDL-127,19
32227577,167712,M,34,2024-01,TLQ-011,TLQ-002,6
32227576,466752,M,56,2024-01,GDL-134,GDL-064,10
32227575,150640,M,44,2024-01,GDL-260,GDL-163,9
32227574,1534745,F,32,2024-01,GDL-167,GDL-183,17
32227572,2634767,F,35,2024-01,GDL-014,GDL-030,5
