trip_id,user_id,sex,age,date,station_code_origin,station_code_destination,duration_m
32238550,2760376,M,31,2024-01,GDL-041,GDL-143,16
32238549,2224070,M,27,2024-01,GDL-187,GDL-184,13
32238548,405740,M,45,2024-01,GDL-198,GDL-033,10
32238547,2076443,M,29,2024-01,GDL-183,GDL-082,10
32238546,150753,M,46,2024-01,GDL-026,GDL-115,6
32238545,2101666,M,29,2024-01,GDL-128,GDL-005,19
32238544,2745333,M,31,2024-01,GDL-169,GDL-262,11
32238543,2675605,M,24,2024-01,GDL-098,GDL-179,28
32238542,460714,M,51,2024-01,GDL-043,GDL-133,21
32238541,300735,M,36,2024-01,GDL-200,GDL-128,39
32238540,724077,M,42,2024-01,GDL-003,GDL-207,9
32238539,222701,M,76,2024-01,GDL-018,GDL-036,8
32238538,2050577,M,20,2024-01,GDL-056,GDL-052,2
32238537,1677445,F,32,2024-01,GDL-014,GDL-012,2
32238536,277101,M,62,2024-01,GDL-109,GDL-061,13
32238535,1514015,F,32,2024-01,GDL-141,GDL-061,11
32238533,327206,F,34,2024-01,GDL-065,GDL-011,14
32238532,2752120,F,28,2024-01,GDL-043,GDL-049,9
32238531,321043,M,31,2024-01,GDL-069,GDL-001,13
32238530,367425,F,44,2024-01,GDL-028,ZPN-037,23
32238529,2764674,F,19,2024-01,GDL-179,GDL-198,9
32238528,333542,F,25,2024-01,GDL-108,GDL-198,5
32238527,1061330,F,43,2024-01,GDL-128,GDL-121,3
32238526,2244121,F,29,2024-01,GDL-086,GDL-112,17
32238524,305214,F,34,2024-01,GDL-131,GDL-049,13
32238523,750544,F,33,2024-01,GDL-050,GDL-239,10
32238522,2341570,M,33,2024-01,GDL-030,GDL-103,6
32238521,2462725,M,30,2024-01,GDL-097,GDL-027,15
32238520,2416540,M,25,2024-01,GDL-239,GDL-018,20
32238519,2752464,M,39,2024-01,GDL-194,GDL-169,19
32238518,1304025,M,29,2024-01,GDL-079,GDL-049,5
32238517,1741223,F,24,2024-01,GDL-239,GDL-018,20
32238516,2425354,F,26,2024-01,GDL-131,GDL-199,26
32238515,2555322,F,21,2024-01,ZPN-051,ZPN-048,7
32238514,1533441,M,46,2024-01,GDL-137,GDL-210,11
32238513,606036,M,63,2024-01,GDL-034,GDL-056,9
32238512,1575172,M,21,2024-01,TLQ-007,GDL-163,7
32238511,2765524,F,22,2024-01,GDL-204,GDL-056,20
32238510,3345323,F,38,2024-01,GDL-198,GDL-052,7
32238509,2757700,F,22,2024-01,GDL-073,GDL-049,11
32238508,342714,M,58,2024-01,GDL-041,GDL-126,5
32238507,612053,F,27,2024-01,GDL-204,GDL-051,14
32238506,1342245,M,30,2024-01,GDL-163,GDL-184,3
32238505,2044045,M,50,2024-01,GDL-090,GDL-090,11
32238504,2755753,F,22,2024-01,GDL-073,GDL-049,11
32238503,2541303,M,31,2024-01,GDL-058,GDL-078,6
32238502,2764776,M,25,2024-01,GDL-039,GDL-041,5
32238501,176427,M,30,2024-01,GDL-124,GDL-050,12
32238500,203153,M,40,2024-01,GDL-129,GDL-088,14
32238499,112327,M,27,2024-01,ZPN-038,GDL-143,32
32238498,1264247,M,25,2024-01,GDL-093,GDL-099,15
32238497,652473,F,32,2024-01,GDL-049,GDL-062,6
32238494,404415,M,39,2024-01,GDL-037,GDL-019,9
32238493,516026,M,32,2024-01,GDL-031,GDL-092,8
32238492,2530770,M,21,2024-01,TLQ-003,GDL-179,22
32238491,110242,F,45,2024-01,GDL-080,GDL-016,2
32238490,231724,M,43,2024-01,GDL-191,GDL-190,4
32238489,620565,F,38,2024-01,GDL-064,GDL-014,15
32238488,1242233,M,37,2024-01,GDL-033,GDL-196,7
32238487,2003502,F,29,2024-01,GDL-033,GDL-199,8
32238486,2573437,M,20,2024-01,GDL-270,GDL-070,18
32238485,360743,M,58,2024-01,GDL-042,GDL-108,21
32238484,2464564,M,26,2024-01,GDL-272,GDL-200,8
32238483,2746406,M,28,2024-01,GDL-088,GDL-098,8
32238482,463730,M,34,2024-01,GDL-200,GDL-052,13
32238481,201702,F,46,2024-01,GDL-042,GDL-110,7
32238480,12130,M,49,2024-01,GDL-065,GDL-210,14
32238479,710047,F,43,2024-01,GDL-052,GDL-237,6
32238478,631326,M,41,2024-01,GDL-024,GDL-179,12
32238477,2302600,F,46,2024-01,GDL-017,GDL-183,22
32238476,2762227,M,51,2024-01,GDL-240,GDL-200,6
32238475,3346225,F,24,2024-01,GDL-023,GDL-183,18
32238474,1477705,M,32,2024-01,GDL-093,GDL-134,20
32238473,21450,F,44,2024-01,GDL-052,GDL-020,13
32238472,440451,M,36,2024-01,GDL-052,GDL-207,11
32238471,3346222,M,24,2024-01,GDL-023,GDL-183,18
32238470,424110,M,27,2024-01,GDL-030,GDL-049,8
32238469,2076531,M,47,2024-01,GDL-127,GDL-082,9
32238468,1721472,F,25,2024-01,GDL-244,GDL-243,6
32238467,25617,M,33,2024-01,GDL-140,GDL-146,12
32238466,2512171,M,30,2024-01,GDL-093,GDL-203,13
32238465,2721056,F,27,2024-01,ZPN-018,ZPN-053,11
32238464,1621505,M,41,2024-01,GDL-067,GDL-204,8
32238463,460714,M,51,2024-01,GDL-062,GDL-043,4
32238462,2610250,F,24,2024-01,GDL-033,GDL-097,15
32238461,15372,M,37,2024-01,GDL-034,GDL-106,7
32238460,1336354,M,54,2024-01,GDL-034,GDL-263,14
32238459,451647,M,45,2024-01,GDL-181,GDL-200,7
32238458,2761421,M,40,2024-01,GDL-101,GDL-192,19
32238457,2657220,F,28,2024-01,GDL-067,GDL-003,9
32238456,170371,M,42,2024-01,GDL-049,GDL-275,18
32238455,2610253,M,25,2024-01,GDL-033,GDL-097,16
32238454,617740,F,47,2024-01,GDL-118,ZPN-031,24
32238453,2534067,F,27,2024-01,GDL-063,GDL-049,28
32238452,216364,M,39,2024-01,GDL-016,GDL-019,4
32238451,1301641,M,26,2024-01,GDL-021,GDL-203,13
32238448,1652065,F,48,2024-01,GDL-065,GDL-124,11
32238447,2260702,M,28,2024-01,GDL-065,GDL-210,13
32238444,730474,M,31,2024-01,GDL-183,GDL-249,18
32238443,1020300,M,45,2024-01,GDL-001,GDL-055,5
32238442,2235423,M,22,2024-01,GDL-136,GDL-183,13
32238441,1476632,M,60,2024-01,GDL-030,GDL-030,21
32238440,736433,F,27,2024-01,GDL-199,GDL-049,16
32238439,764236,M,34,2024-01,GDL-008,GDL-056,35
32238438,650210,F,26,2024-01,GDL-118,GDL-201,19
32238437,12072,M,45,2024-01,GDL-009,GDL-025,4
32238436,21605,M,44,2024-01,GDL-009,GDL-054,8
32238435,720742,M,69,2024-01,GDL-007,GDL-058,11
32238434,141406,M,44,2024-01,GDL-204,GDL-141,4
32238433,2751766,M,21,2024-01,GDL-198,GDL-166,25
32238432,1704160,M,37,2024-01,GDL-087,GDL-090,7
32238431,246763,M,34,2024-01,GDL-055,GDL-251,11
32238430,503343,M,27,2024-01,GDL-217,GDL-208,22
32238429,377311,F,27,2024-01,GDL-077,GDL-103,10
32238427,565661,M,31,2024-01,GDL-202,GDL-090,9
32238426,322162,M,52,2024-01,GDL-115,GDL-040,10
32238425,1152336,M,26,2024-01,GDL-036,GDL-020,19
32238424,455174,M,33,2024-01,GDL-109,GDL-133,11
32238422,2111010,M,25,2024-01,GDL-092,ZPN-051,24
32238421,2741643,M,29,2024-01,GDL-017,GDL-193,16
32238420,2744145,M,25,2024-01,GDL-187,GDL-076,2
32238419,1674225,F,29,2024-01,GDL-130,GDL-049,10
32238418,154644,M,30,2024-01,GDL-121,GDL-102,11
32238416,531060,M,43,2024-01,GDL-097,GDL-101,11
32238414,2210423,F,26,2024-01,GDL-141,GDL-043,7
32238410,2463632,M,24,2024-01,GDL-032,GDL-096,9
32238409,405740,M,45,2024-01,GDL-098,GDL-198,7
32238408,2714731,M,26,2024-01,ZPN-020,ZPN-025,6
32238407,500153,M,31,2024-01,GDL-070,GDL-001,9
32238406,1673422,M,61,2024-01,GDL-042,GDL-121,10
32238405,2647675,F,27,2024-01,GDL-179,GDL-211,21
32238403,1120213,M,29,2024-01,GDL-087,GDL-087,17
32238402,1021375,M,53,2024-01,GDL-009,GDL-236,17
32238401,30245,M,34,2024-01,GDL-033,GDL-180,9
32238400,1452710,M,39,2024-01,ZPN-071,GDL-134,11
32238399,662354,M,39,2024-01,GDL-112,GDL-018,9
32238398,142522,M,39,2024-01,GDL-243,GDL-098,11
32238397,236065,M,45,2024-01,GDL-021,GDL-014,3
32238396,1424475,M,41,2024-01,GDL-200,GDL-033,16
32238394,2350324,M,29,2024-01,GDL-217,GDL-049,17
32238393,2257662,M,26,2024-01,GDL-199,GDL-200,2
32238392,2375445,M,25,2024-01,GDL-225,GDL-056,15
32238391,2542155,F,48,2024-01,GDL-050,GDL-025,7
32238390,110066,M,63,2024-01,GDL-098,GDL-215,6
32238389,2507224,M,27,2024-01,GDL-016,GDL-101,6
32238388,2701402,M,26,2024-01,GDL-156,GDL-101,10
32238387,2207436,M,43,2024-01,GDL-195,GDL-104,4
32238386,165242,F,41,2024-01,GDL-156,GDL-049,16
32238385,2421620,F,29,2024-01,ZPN-051,ZPN-018,9
32238384,2757106,M,27,2024-01,GDL-134,GDL-049,11
32238383,1642617,F,30,2024-01,GDL-141,GDL-217,19
32238382,1246575,M,43,2024-01,GDL-129,GDL-195,16
32238380,2550733,F,26,2024-01,GDL-063,GDL-200,24
32238379,663135,M,27,2024-01,GDL-206,GDL-049,7
32238378,2042156,M,37,2024-01,GDL-028,GDL-087,11
32238377,2106627,M,25,2024-01,GDL-186,GDL-210,6
32238376,2255727,M,47,2024-01,GDL-018,GDL-042,4
32238375,303451,M,41,2024-01,GDL-204,GDL-051,18
32238374,205050,F,39,2024-01,GDL-069,GDL-033,13
32238373,2550471,F,24,2024-01,GDL-063,GDL-048,5
32238372,2522457,F,42,2024-01,GDL-033,GDL-220,14
32238371,2130412,M,73,2024-01,GDL-134,GDL-147,15
32238370,2053654,F,28,2024-01,GDL-204,GDL-051,19
32238369,276774,M,44,2024-01,GDL-141,GDL-043,8
32238368,121256,M,34,2024-01,GDL-076,GDL-167,15
32238367,3352564,M,24,2024-01,GDL-133,GDL-159,22
32238366,2712352,F,66,2024-01,GDL-134,GDL-147,16
32238365,2735554,M,35,2024-01,GDL-063,GDL-007,13
32238364,505755,M,52,2024-01,GDL-018,GDL-009,14
32238363,2476513,M,30,2024-01,GDL-195,GDL-233,19
32238362,2754227,F,32,2024-01,GDL-063,GDL-064,42
32238361,1632174,F,26,2024-01,GDL-130,GDL-017,4
32238360,114307,F,30,2024-01,GDL-063,GDL-064,42
32238359,530065,M,33,2024-01,GDL-051,GDL-187,5
32238358,1574747,F,31,2024-01,GDL-062,GDL-009,12
32238357,2734066,M,26,2024-01,GDL-116,GDL-193,18
32238355,611537,M,32,2024-01,GDL-034,GDL-048,9
32238354,1061537,M,35,2024-01,GDL-077,GDL-048,5
32238353,124553,M,33,2024-01,GDL-133,GDL-067,10
32238352,2574727,F,20,2024-01,GDL-080,GDL-049,15
32238351,2571762,M,21,2024-01,GDL-080,GDL-049,15
32238350,2555454,F,28,2024-01,GDL-152,ZPN-060,14
32238349,2632663,M,26,2024-01,GDL-200,GDL-227,4
32238348,11600,M,50,2024-01,GDL-187,GDL-249,19
32238347,321217,M,34,2024-01,GDL-036,GDL-241,13
32238346,1235473,M,45,2024-01,GDL-091,GDL-192,13
32238345,2742724,M,33,2024-01,GDL-179,GDL-198,10
32238344,2653211,M,25,2024-01,GDL-218,GDL-079,26
32238342,637012,M,29,2024-01,GDL-056,GDL-183,6
32238341,2507760,M,27,2024-01,GDL-179,GDL-211,24
32238340,2405546,M,52,2024-01,GDL-133,GDL-024,11
32238339,2761606,F,24,2024-01,GDL-109,GDL-043,14
32238338,446606,M,29,2024-01,GDL-143,GDL-126,12
32238337,530211,M,41,2024-01,GDL-205,GDL-183,11
32238336,2151361,F,41,2024-01,GDL-052,GDL-242,14
32238335,33272,F,38,2024-01,GDL-063,GDL-209,18
32238334,2420204,F,28,2024-01,ZPN-043,ZPN-065,9
32238333,474667,F,29,2024-01,GDL-025,GDL-009,4
32238332,732063,F,27,2024-01,GDL-063,GDL-040,16
32238331,465663,M,35,2024-01,GDL-105,GDL-099,5
32238330,261204,F,39,2024-01,GDL-047,GDL-083,8
32238329,610651,M,22,2024-01,GDL-182,GDL-219,19
32238328,2344430,M,31,2024-01,GDL-194,TLQ-014,4
32238327,601717,M,38,2024-01,GDL-045,GDL-049,8
32238326,205050,F,39,2024-01,GDL-084,GDL-069,2
32238324,2067547,F,28,2024-01,ZPN-055,GDL-230,27
32238323,405507,F,32,2024-01,GDL-127,GDL-049,11
32238320,236775,M,33,2024-01,GDL-026,GDL-115,10
32238319,3352523,M,22,2024-01,GDL-101,GDL-192,10
32238318,3343054,M,29,2024-01,GDL-048,GDL-030,14
32238317,2431306,M,24,2024-01,GDL-110,GDL-014,8
32238316,336355,M,32,2024-01,GDL-019,GDL-129,10
32238315,2756663,M,25,2024-01,GDL-184,GDL-056,12
32238314,2260531,F,48,2024-01,GDL-042,GDL-050,10
32238313,2745751,M,30,2024-01,GDL-158,GDL-133,18
32238312,1310554,M,26,2024-01,GDL-262,GDL-261,7
32238311,2657647,M,24,2024-01,GDL-146,GDL-210,21
32238310,2753655,F,54,2024-01,GDL-154,ZPN-037,7
32238309,252277,M,26,2024-01,GDL-024,GDL-006,6
32238308,23375,M,42,2024-01,GDL-033,GDL-024,5
32238307,2273415,M,51,2024-01,GDL-048,GDL-056,7
32238306,162705,F,42,2024-01,GDL-097,GDL-038,8
32238305,2431176,M,24,2024-01,GDL-110,GDL-014,8
32238304,2431146,M,22,2024-01,GDL-110,GDL-014,8
32238303,452667,M,29,2024-01,GDL-046,GDL-048,12
32238302,1617357,F,44,2024-01,GDL-234,GDL-090,5
32238301,364612,M,33,2024-01,GDL-083,GDL-054,17
32238300,2007756,M,25,2024-01,GDL-275,GDL-184,4
32238299,572454,M,47,2024-01,GDL-050,GDL-241,15
32238298,411026,M,42,2024-01,GDL-014,GDL-052,14
32238297,656543,M,32,2024-01,ZPN-018,ZPN-012,3
32238296,2312616,F,25,2024-01,GDL-168,GDL-165,6
32238295,307276,F,32,2024-01,GDL-174,GDL-041,21
32238294,2763043,M,26,2024-01,GDL-147,ZPN-058,18
32238293,1135016,M,25,2024-01,GDL-118,GDL-063,13
32238292,1062337,M,30,2024-01,GDL-016,GDL-020,9
32238291,674520,M,33,2024-01,GDL-030,GDL-036,5
32238290,500101,M,28,2024-01,GDL-032,GDL-090,17
32238289,33264,M,37,2024-01,GDL-049,GDL-019,11
32238287,2306516,M,25,2024-01,GDL-131,ZPN-062,24
32238284,24247,M,69,2024-01,GDL-028,GDL-104,6
32238282,224053,M,43,2024-01,GDL-112,GDL-050,13
32238281,1103132,M,38,2024-01,GDL-091,GDL-111,13
32238279,642524,F,32,2024-01,GDL-015,GDL-081,12
32238278,3353064,F,27,2024-01,GDL-073,GDL-056,8
32238277,2276453,M,27,2024-01,ZPN-048,ZPN-051,6
32238275,263707,M,38,2024-01,GDL-217,GDL-036,16
32238274,2675605,M,24,2024-01,GDL-195,GDL-098,12
32238273,637425,M,37,2024-01,GDL-091,GDL-090,6
32238272,555370,M,37,2024-01,GDL-252,GDL-049,12
32238271,743462,F,35,2024-01,GDL-040,GDL-048,7
32238270,335043,M,50,2024-01,GDL-088,GDL-215,17
32238269,2105375,F,27,2024-01,GDL-184,GDL-164,5
32238268,1736121,F,34,2024-01,GDL-046,GDL-021,8
32238267,2631302,M,25,2024-01,GDL-202,GDL-106,9
32238266,2420204,F,28,2024-01,ZPN-043,ZPN-043,2
32238265,2342756,M,29,2024-01,GDL-184,GDL-197,19
32238264,2577424,M,24,2024-01,GDL-184,GDL-169,9
32238262,501176,F,29,2024-01,GDL-071,GDL-026,15
32238261,124743,M,29,2024-01,GDL-166,GDL-162,10
32238260,624707,M,58,2024-01,GDL-195,GDL-205,17
32238259,322162,M,52,2024-01,GDL-090,GDL-115,6
32238258,1714465,M,24,2024-01,GDL-087,GDL-200,13
32238257,2522512,M,22,2024-01,GDL-195,GDL-076,4
32238256,51321,M,34,2024-01,GDL-204,GDL-208,9
32238255,460714,M,51,2024-01,GDL-056,GDL-062,9
32238253,1176236,F,32,2024-01,GDL-090,GDL-216,4
32238252,177717,M,40,2024-01,GDL-100,GDL-216,8
32238251,324247,M,49,2024-01,GDL-001,GDL-209,20
32238248,2432254,F,58,2024-01,GDL-190,GDL-161,9
32238247,616657,F,49,2024-01,GDL-075,GDL-104,21
32238246,2665264,F,25,2024-01,GDL-063,GDL-049,6
32238245,317773,F,34,2024-01,GDL-010,GDL-184,28
32238244,616346,F,33,2024-01,GDL-003,GDL-067,6
32238243,2730255,M,26,2024-01,GDL-018,GDL-093,9
32238242,531060,M,43,2024-01,GDL-009,GDL-097,7
32238241,2247201,F,39,2024-01,GDL-139,GDL-049,19
32238240,1506532,F,27,2024-01,GDL-033,GDL-200,9
32238239,2314672,F,31,2024-01,GDL-061,GDL-056,8
32238238,2371163,F,26,2024-01,GDL-009,GDL-062,11
32238237,1220343,F,34,2024-01,GDL-113,GDL-107,17
32238236,1565245,M,26,2024-01,GDL-271,GDL-184,12
32238235,1763212,M,32,2024-01,GDL-131,GDL-056,16
32238231,2416350,M,33,2024-01,GDL-009,GDL-084,16
32238230,1304220,F,29,2024-01,GDL-149,GDL-015,23
32238227,240411,M,47,2024-01,GDL-014,GDL-250,21
32238226,2522366,M,28,2024-01,GDL-106,GDL-089,8
32238225,2462026,M,28,2024-01,GDL-139,GDL-052,22
32238224,2003505,M,25,2024-01,GDL-182,GDL-129,13
32238223,2523703,F,34,2024-01,GDL-137,GDL-015,12
32238222,3345061,M,23,2024-01,GDL-092,GDL-058,11
32238221,612554,F,29,2024-01,GDL-083,GDL-082,3
32238220,2361731,F,25,2024-01,GDL-052,GDL-128,23
32238219,3003416,M,22,2024-01,GDL-015,GDL-143,15
32238218,2740026,M,35,2024-01,TLQ-002,TLQ-002,15
32238217,1075245,F,26,2024-01,GDL-125,GDL-061,10
32238216,2657647,M,24,2024-01,ZPN-041,GDL-146,3
32238215,2765722,M,47,2024-01,GDL-015,GDL-143,21
32238214,343665,M,36,2024-01,ZPN-047,GDL-017,24
32238213,2733525,M,24,2024-01,GDL-064,GDL-049,6
32238212,2521302,M,23,2024-01,GDL-174,GDL-063,17
32238211,116121,M,41,2024-01,GDL-074,GDL-067,4
32238210,205004,M,31,2024-01,GDL-075,GDL-011,19
32238209,2337434,F,25,2024-01,GDL-120,GDL-036,14
32238207,2667247,M,61,2024-01,GDL-104,GDL-032,28
32238206,15304,M,42,2024-01,GDL-176,GDL-068,17
32238205,540733,M,49,2024-01,GDL-033,GDL-187,4
32238204,1405142,F,29,2024-01,GDL-140,GDL-071,14
32238203,2255727,M,47,2024-01,GDL-103,GDL-018,7
32238201,335552,M,44,2024-01,GDL-041,GDL-034,18
32238200,2306117,F,33,2024-01,GDL-110,GDL-090,10
32238199,2745427,F,25,2024-01,GDL-152,ZPN-065,15
32238198,2051173,M,34,2024-01,GDL-178,GDL-063,21
32238197,2556174,M,52,2024-01,ZPN-034,GDL-144,10
32238196,211627,M,30,2024-01,GDL-224,GDL-163,4
32238195,500153,M,31,2024-01,GDL-134,GDL-070,9
32238194,2741704,M,52,2024-01,GDL-129,GDL-174,18
32238193,332013,F,27,2024-01,GDL-127,GDL-050,15
32238192,247126,M,27,2024-01,GDL-033,GDL-056,3
32238191,2523425,M,31,2024-01,ZPN-012,ZPN-015,6
32238190,2666510,F,23,2024-01,GDL-099,GDL-027,6
32238189,73340,M,43,2024-01,GDL-003,GDL-037,16
32238188,566217,M,32,2024-01,GDL-001,GDL-052,6
32238187,2555374,F,22,2024-01,GDL-248,GDL-179,8
32238184,2701655,F,52,2024-01,GDL-046,GDL-029,16
32238182,2510252,M,25,2024-01,ZPN-049,GDL-200,22
32238181,235257,F,45,2024-01,ZPN-056,GDL-181,22
32238180,1304025,M,29,2024-01,GDL-032,GDL-079,8
32238178,2277537,F,28,2024-01,GDL-088,GDL-215,6
32238175,3352371,M,29,2024-01,GDL-073,GDL-200,16
32238174,1625566,M,25,2024-01,ZPN-069,GDL-087,20
32238173,2525413,M,26,2024-01,GDL-039,GDL-089,7
32238172,355212,F,28,2024-01,GDL-115,GDL-050,7
32238171,2507224,M,27,2024-01,GDL-044,GDL-016,10
32238170,750544,F,33,2024-01,GDL-218,GDL-050,16
32238169,1612440,M,30,2024-01,GDL-009,GDL-129,16
32238168,1650207,M,46,2024-01,GDL-132,GDL-049,15
32238167,631326,M,41,2024-01,GDL-132,GDL-024,13
32238166,161302,M,36,2024-01,GDL-091,GDL-033,11
32238165,1347715,F,45,2024-01,ZPN-038,ZPN-075,11
32238164,630105,M,54,2024-01,GDL-177,GDL-009,13
32238163,402740,M,33,2024-01,GDL-124,GDL-187,17
32238162,2762736,M,33,2024-01,TLQ-011,TLQ-001,10
32238161,735740,M,36,2024-01,ZPN-040,ZPN-058,10
32238160,460147,F,61,2024-01,GDL-189,GDL-032,9
32238159,106471,M,33,2024-01,GDL-040,GDL-059,9
32238158,2415743,M,36,2024-01,GDL-052,GDL-227,13
32238157,1041536,F,26,2024-01,GDL-019,GDL-049,11
32238156,1350561,M,29,2024-01,GDL-043,GDL-246,30
32238155,322162,M,52,2024-01,GDL-230,GDL-090,4
32238154,2667247,M,61,2024-01,GDL-198,GDL-104,2
32238153,2533710,F,24,2024-01,GDL-003,GDL-083,4
32238152,1001600,F,42,2024-01,GDL-123,GDL-033,13
32238151,260340,M,32,2024-01,GDL-054,GDL-195,4
32238150,2731344,F,19,2024-01,GDL-183,GDL-241,17
32238149,653262,F,31,2024-01,GDL-028,GDL-062,7
32238148,435003,M,34,2024-01,GDL-020,GDL-017,4
32238147,1054540,M,33,2024-01,GDL-028,GDL-062,7
32238146,720156,M,35,2024-01,GDL-063,GDL-060,5
32238145,65016,M,36,2024-01,GDL-083,GDL-070,4
32238143,357456,M,40,2024-01,GDL-108,GDL-257,22
32238142,2016564,F,50,2024-01,GDL-090,GDL-211,28
32238141,2350566,F,24,2024-01,GDL-109,GDL-065,10
32238139,1167573,M,33,2024-01,GDL-126,ZPN-049,23
32238138,327420,F,32,2024-01,GDL-097,GDL-080,15
32238136,2742022,F,25,2024-01,GDL-001,GDL-252,10
32238135,2410612,F,24,2024-01,ZPN-018,ZPN-020,5
32238134,2357162,F,30,2024-01,GDL-042,GDL-033,11
32238132,172104,M,56,2024-01,GDL-048,GDL-179,18
32238131,415737,M,27,2024-01,GDL-038,GDL-085,12
32238130,56265,M,39,2024-01,GDL-057,GDL-075,6
32238129,422166,M,28,2024-01,GDL-124,GDL-076,22
32238128,225362,M,28,2024-01,GDL-062,GDL-049,5
32238127,1775612,F,25,2024-01,GDL-198,GDL-108,5
32238126,474502,M,23,2024-01,GDL-182,GDL-076,28
32238125,1030701,F,31,2024-01,GDL-100,ZPN-020,22
32238123,2150457,F,28,2024-01,GDL-038,GDL-085,13
32238122,2377615,M,27,2024-01,GDL-033,GDL-050,4
32238121,515507,F,40,2024-01,GDL-036,GDL-033,4
32238120,114034,F,35,2024-01,GDL-025,GDL-106,5
32238119,551543,M,25,2024-01,ZPN-056,GDL-242,23
32238118,2634123,F,40,2024-01,GDL-128,GDL-128,7
32238117,2552421,M,27,2024-01,GDL-171,GDL-165,10
32238115,2376724,M,26,2024-01,GDL-176,GDL-208,14
32238114,2562225,M,35,2024-01,GDL-083,GDL-052,11
32238113,337136,M,45,2024-01,GDL-046,GDL-234,29
32238111,3342436,M,29,2024-01,GDL-009,GDL-031,10
32238110,647151,M,23,2024-01,ZPN-065,ZPN-059,16
32238109,720742,M,69,2024-01,GDL-025,GDL-007,14
32238108,1164227,M,32,2024-01,GDL-189,GDL-052,7
32238107,1554030,M,35,2024-01,GDL-010,GDL-241,11
32238106,1612060,M,26,2024-01,GDL-066,GDL-061,5
32238105,1721137,M,22,2024-01,GDL-044,GDL-049,6
32238104,730414,M,40,2024-01,GDL-001,GDL-067,5
32238103,122122,F,32,2024-01,GDL-004,GDL-039,13
32238102,2315555,M,25,2024-01,GDL-017,GDL-064,4
32238101,2076531,M,47,2024-01,GDL-136,GDL-127,4
32238100,422441,F,31,2024-01,GDL-136,GDL-187,23
32238099,701632,F,32,2024-01,GDL-104,GDL-001,22
32238098,2502255,M,26,2024-01,ZPN-035,ZPN-072,2
32238097,1111507,M,32,2024-01,GDL-122,GDL-127,6
32238096,2750173,M,38,2024-01,GDL-066,GDL-272,17
32238095,2312437,F,40,2024-01,GDL-132,GDL-052,18
32238094,1337603,M,41,2024-01,ZPN-048,ZPN-053,6
32238093,626703,M,35,2024-01,GDL-066,GDL-187,11
32238092,3352127,M,39,2024-01,GDL-056,GDL-029,7
32238091,633157,M,58,2024-01,ZPN-064,GDL-126,24
32238090,364543,M,23,2024-01,GDL-221,GDL-198,10
32238089,3352561,M,29,2024-01,ZPN-047,GDL-116,24
32238088,572363,F,39,2024-01,GDL-018,GDL-052,13
32238087,247563,M,30,2024-01,GDL-073,GDL-063,6
32238086,405600,M,36,2024-01,ZPN-076,GDL-064,21
32238085,51332,M,44,2024-01,GDL-035,GDL-035,9
32238084,1173560,M,40,2024-01,GDL-008,GDL-001,13
32238083,153324,M,64,2024-01,GDL-033,GDL-249,8
32238082,1047635,M,34,2024-01,GDL-111,GDL-113,16
32238081,232551,M,33,2024-01,GDL-111,GDL-200,9
32238080,271662,M,41,2024-01,GDL-032,GDL-100,24
32238079,1424324,M,48,2024-01,GDL-116,GDL-009,12
32238076,117565,M,30,2024-01,ZPN-023,ZPN-018,3
32238075,2666042,M,49,2024-01,GDL-039,GDL-051,8
32238074,1060761,F,31,2024-01,GDL-029,GDL-189,9
32238073,1150141,M,21,2024-01,GDL-094,GDL-193,6
32238072,2246450,M,25,2024-01,GDL-069,GDL-049,7
32238070,231724,M,43,2024-01,GDL-263,GDL-191,3
32238069,2054011,M,22,2024-01,GDL-161,GDL-166,3
32238068,2634126,M,30,2024-01,GDL-036,GDL-090,18
32238066,1005323,F,39,2024-01,GDL-032,GDL-202,9
32238065,1571755,M,24,2024-01,ZPN-018,ZPN-055,2
32238064,162641,M,36,2024-01,GDL-044,GDL-060,6
32238063,1325247,M,28,2024-01,GDL-081,GDL-083,3
32238062,216367,M,38,2024-01,GDL-055,GDL-135,21
32238061,1565245,M,26,2024-01,GDL-271,GDL-271,7
32238060,2744230,F,51,2024-01,GDL-141,GDL-251,18
32238059,2422715,M,42,2024-01,GDL-120,GDL-009,11
32238058,2721576,F,25,2024-01,GDL-068,GDL-183,19
32238057,2744145,M,25,2024-01,GDL-122,GDL-187,14
32238056,1643471,M,39,2024-01,GDL-055,GDL-196,10
32238055,1024463,M,36,2024-01,GDL-073,GDL-001,6
32238054,1205325,F,25,2024-01,GDL-017,GDL-054,15
32238053,1021375,M,53,2024-01,GDL-024,GDL-009,4
32238052,2670237,M,22,2024-01,GDL-187,GDL-058,6
32238051,2270172,F,37,2024-01,GDL-141,GDL-043,9
32238050,413055,M,46,2024-01,GDL-062,GDL-071,18
32238049,330110,M,41,2024-01,GDL-186,GDL-133,12
32238048,2702160,M,24,2024-01,GDL-041,GDL-210,22
32238047,217541,F,37,2024-01,GDL-157,ZPN-071,13
32238046,764665,F,28,2024-01,GDL-204,GDL-103,15
32238045,305150,F,27,2024-01,GDL-141,GDL-061,13
32238044,447706,M,58,2024-01,GDL-053,GDL-033,17
32238043,170371,M,42,2024-01,ZPN-071,GDL-049,17
32238041,627453,M,53,2024-01,GDL-034,GDL-052,3
32238040,464461,F,28,2024-01,ZPN-035,GDL-108,35
32238039,2745727,M,27,2024-01,ZPN-023,ZPN-027,11
